x,y,ux,uy,speed
0,1,0.000118082,8.9477e-15,0.000118082
1,1,0.000118082,8.9477e-15,0.000118082
2,1,0.000118082,8.9477e-15,0.000118082
3,1,0.000118082,8.9477e-15,0.000118082
4,1,0.000118082,8.9477e-15,0.000118082
5,1,0.000118082,8.9477e-15,0.000118082
6,1,0.000118082,8.9477e-15,0.000118082
7,1,0.000118082,8.9477e-15,0.000118082
8,1,0.000118082,8.9477e-15,0.000118082
9,1,0.000118082,8.9477e-15,0.000118082
10,1,0.000118082,8.9477e-15,0.000118082
11,1,0.000118082,8.9477e-15,0.000118082
12,1,0.000118082,8.9477e-15,0.000118082
13,1,0.000118082,8.9477e-15,0.000118082
14,1,0.000118082,8.9477e-15,0.000118082
15,1,0.000118082,8.9477e-15,0.000118082
16,1,0.000118082,8.9477e-15,0.000118082
17,1,0.000118082,8.9477e-15,0.000118082
18,1,0.000118082,8.9477e-15,0.000118082
19,1,0.000118082,8.9477e-15,0.000118082
20,1,0.000118082,8.9477e-15,0.000118082
21,1,0.000118082,8.9477e-15,0.000118082
22,1,0.000118082,8.9477e-15,0.000118082
23,1,0.000118082,8.9477e-15,0.000118082
24,1,0.000118082,8.9477e-15,0.000118082
25,1,0.000118082,8.9477e-15,0.000118082
26,1,0.000118082,8.9477e-15,0.000118082
27,1,0.000118082,8.9477e-15,0.000118082
28,1,0.000118082,8.9477e-15,0.000118082
29,1,0.000118082,8.9477e-15,0.000118082
30,1,0.000118082,8.9477e-15,0.000118082
31,1,0.000118082,8.9477e-15,0.000118082
32,1,0.000118082,8.9477e-15,0.000118082
33,1,0.000118082,8.9477e-15,0.000118082
34,1,0.000118082,8.9477e-15,0.000118082
35,1,0.000118082,8.9477e-15,0.000118082
36,1,0.000118082,8.9477e-15,0.000118082
37,1,0.000118082,8.9477e-15,0.000118082
38,1,0.000118082,8.9477e-15,0.000118082
39,1,0.000118082,8.9477e-15,0.000118082
40,1,0.000118082,8.9477e-15,0.000118082
41,1,0.000118082,8.9477e-15,0.000118082
42,1,0.000118082,8.9477e-15,0.000118082
43,1,0.000118082,8.9477e-15,0.000118082
44,1,0.000118082,8.9477e-15,0.000118082
45,1,0.000118082,8.9477e-15,0.000118082
46,1,0.000118082,8.9477e-15,0.000118082
47,1,0.000118082,8.9477e-15,0.000118082
48,1,0.000118082,8.9477e-15,0.000118082
49,1,0.000118082,8.9477e-15,0.000118082
50,1,0.000118082,8.9477e-15,0.000118082
51,1,0.000118082,8.9477e-15,0.000118082
52,1,0.000118082,8.9477e-15,0.000118082
53,1,0.000118082,8.9477e-15,0.000118082
54,1,0.000118082,8.9477e-15,0.000118082
55,1,0.000118082,8.9477e-15,0.000118082
56,1,0.000118082,8.9477e-15,0.000118082
57,1,0.000118082,8.9477e-15,0.000118082
58,1,0.000118082,8.9477e-15,0.000118082
59,1,0.000118082,8.9477e-15,0.000118082
60,1,0.000118082,8.9477e-15,0.000118082
61,1,0.000118082,8.9477e-15,0.000118082
62,1,0.000118082,8.9477e-15,0.000118082
63,1,0.000118082,8.9477e-15,0.000118082
64,1,0.000118082,8.9477e-15,0.000118082
65,1,0.000118082,8.9477e-15,0.000118082
66,1,0.000118082,8.9477e-15,0.000118082
67,1,0.000118082,8.9477e-15,0.000118082
68,1,0.000118082,8.9477e-15,0.000118082
69,1,0.000118082,8.9477e-15,0.000118082
70,1,0.000118082,8.9477e-15,0.000118082
71,1,0.000118082,8.9477e-15,0.000118082
72,1,0.000118082,8.9477e-15,0.000118082
73,1,0.000118082,8.9477e-15,0.000118082
74,1,0.000118082,8.9477e-15,0.000118082
75,1,0.000118082,8.9477e-15,0.000118082
76,1,0.000118082,8.9477e-15,0.000118082
77,1,0.000118082,8.9477e-15,0.000118082
78,1,0.000118082,8.9477e-15,0.000118082
79,1,0.000118082,8.9477e-15,0.000118082
80,1,0.000118082,8.9477e-15,0.000118082
81,1,0.000118082,8.9477e-15,0.000118082
82,1,0.000118082,8.9477e-15,0.000118082
83,1,0.000118082,8.9477e-15,0.000118082
84,1,0.000118082,8.9477e-15,0.000118082
85,1,0.000118082,8.9477e-15,0.000118082
86,1,0.000118082,8.9477e-15,0.000118082
87,1,0.000118082,8.9477e-15,0.000118082
88,1,0.000118082,8.9477e-15,0.000118082
89,1,0.000118082,8.9477e-15,0.000118082
90,1,0.000118082,8.9477e-15,0.000118082
91,1,0.000118082,8.9477e-15,0.000118082
92,1,0.000118082,8.9477e-15,0.000118082
93,1,0.000118082,8.9477e-15,0.000118082
94,1,0.000118082,8.9477e-15,0.000118082
95,1,0.000118082,8.9477e-15,0.000118082
96,1,0.000118082,8.9477e-15,0.000118082
97,1,0.000118082,8.9477e-15,0.000118082
98,1,0.000118082,8.9477e-15,0.000118082
99,1,0.000118082,8.9477e-15,0.000118082
100,1,0.000118082,8.9477e-15,0.000118082
101,1,0.000118082,8.9477e-15,0.000118082
102,1,0.000118082,8.9477e-15,0.000118082
103,1,0.000118082,8.9477e-15,0.000118082
104,1,0.000118082,8.9477e-15,0.000118082
105,1,0.000118082,8.9477e-15,0.000118082
106,1,0.000118082,8.9477e-15,0.000118082
107,1,0.000118082,8.9477e-15,0.000118082
108,1,0.000118082,8.9477e-15,0.000118082
109,1,0.000118082,8.9477e-15,0.000118082
110,1,0.000118082,8.9477e-15,0.000118082
111,1,0.000118082,8.9477e-15,0.000118082
112,1,0.000118082,8.9477e-15,0.000118082
113,1,0.000118082,8.9477e-15,0.000118082
114,1,0.000118082,8.9477e-15,0.000118082
115,1,0.000118082,8.9477e-15,0.000118082
116,1,0.000118082,8.9477e-15,0.000118082
117,1,0.000118082,8.9477e-15,0.000118082
118,1,0.000118082,8.9477e-15,0.000118082
119,1,0.000118082,8.9477e-15,0.000118082
120,1,0.000118082,8.9477e-15,0.000118082
121,1,0.000118082,8.9477e-15,0.000118082
122,1,0.000118082,8.9477e-15,0.000118082
123,1,0.000118082,8.9477e-15,0.000118082
124,1,0.000118082,8.9477e-15,0.000118082
125,1,0.000118082,8.9477e-15,0.000118082
126,1,0.000118082,8.9477e-15,0.000118082
127,1,0.000118082,8.9477e-15,0.000118082
128,1,0.000118082,8.9477e-15,0.000118082
129,1,0.000118082,8.9477e-15,0.000118082
130,1,0.000118082,8.9477e-15,0.000118082
131,1,0.000118082,8.9477e-15,0.000118082
132,1,0.000118082,8.9477e-15,0.000118082
133,1,0.000118082,8.9477e-15,0.000118082
134,1,0.000118082,8.9477e-15,0.000118082
135,1,0.000118082,8.9477e-15,0.000118082
136,1,0.000118082,8.9477e-15,0.000118082
137,1,0.000118082,8.9477e-15,0.000118082
138,1,0.000118082,8.9477e-15,0.000118082
139,1,0.000118082,8.9477e-15,0.000118082
140,1,0.000118082,8.9477e-15,0.000118082
141,1,0.000118082,8.9477e-15,0.000118082
142,1,0.000118082,8.9477e-15,0.000118082
143,1,0.000118082,8.9477e-15,0.000118082
144,1,0.000118082,8.9477e-15,0.000118082
145,1,0.000118082,8.9477e-15,0.000118082
146,1,0.000118082,8.9477e-15,0.000118082
147,1,0.000118082,8.9477e-15,0.000118082
148,1,0.000118082,8.9477e-15,0.000118082
149,1,0.000118082,8.9477e-15,0.000118082
150,1,0.000118082,8.9477e-15,0.000118082
151,1,0.000118082,8.9477e-15,0.000118082
152,1,0.000118082,8.9477e-15,0.000118082
153,1,0.000118082,8.9477e-15,0.000118082
154,1,0.000118082,8.9477e-15,0.000118082
155,1,0.000118082,8.9477e-15,0.000118082
156,1,0.000118082,8.9477e-15,0.000118082
157,1,0.000118082,8.9477e-15,0.000118082
158,1,0.000118082,8.9477e-15,0.000118082
159,1,0.000118082,8.9477e-15,0.000118082
0,2,0.000348045,-8.97893e-15,0.000348045
1,2,0.000348045,-8.97893e-15,0.000348045
2,2,0.000348045,-8.97893e-15,0.000348045
3,2,0.000348045,-8.97893e-15,0.000348045
4,2,0.000348045,-8.97893e-15,0.000348045
5,2,0.000348045,-8.97893e-15,0.000348045
6,2,0.000348045,-8.97893e-15,0.000348045
7,2,0.000348045,-8.97893e-15,0.000348045
8,2,0.000348045,-8.97893e-15,0.000348045
9,2,0.000348045,-8.97893e-15,0.000348045
10,2,0.000348045,-8.97893e-15,0.000348045
11,2,0.000348045,-8.97893e-15,0.000348045
12,2,0.000348045,-8.97893e-15,0.000348045
13,2,0.000348045,-8.97893e-15,0.000348045
14,2,0.000348045,-8.97893e-15,0.000348045
15,2,0.000348045,-8.97893e-15,0.000348045
16,2,0.000348045,-8.97893e-15,0.000348045
17,2,0.000348045,-8.97893e-15,0.000348045
18,2,0.000348045,-8.97893e-15,0.000348045
19,2,0.000348045,-8.97893e-15,0.000348045
20,2,0.000348045,-8.97893e-15,0.000348045
21,2,0.000348045,-8.97893e-15,0.000348045
22,2,0.000348045,-8.97893e-15,0.000348045
23,2,0.000348045,-8.97893e-15,0.000348045
24,2,0.000348045,-8.97893e-15,0.000348045
25,2,0.000348045,-8.97893e-15,0.000348045
26,2,0.000348045,-8.97893e-15,0.000348045
27,2,0.000348045,-8.97893e-15,0.000348045
28,2,0.000348045,-8.97893e-15,0.000348045
29,2,0.000348045,-8.97893e-15,0.000348045
30,2,0.000348045,-8.97893e-15,0.000348045
31,2,0.000348045,-8.97893e-15,0.000348045
32,2,0.000348045,-8.97893e-15,0.000348045
33,2,0.000348045,-8.97893e-15,0.000348045
34,2,0.000348045,-8.97893e-15,0.000348045
35,2,0.000348045,-8.97893e-15,0.000348045
36,2,0.000348045,-8.97893e-15,0.000348045
37,2,0.000348045,-8.97893e-15,0.000348045
38,2,0.000348045,-8.97893e-15,0.000348045
39,2,0.000348045,-8.97893e-15,0.000348045
40,2,0.000348045,-8.97893e-15,0.000348045
41,2,0.000348045,-8.97893e-15,0.000348045
42,2,0.000348045,-8.97893e-15,0.000348045
43,2,0.000348045,-8.97893e-15,0.000348045
44,2,0.000348045,-8.97893e-15,0.000348045
45,2,0.000348045,-8.97893e-15,0.000348045
46,2,0.000348045,-8.97893e-15,0.000348045
47,2,0.000348045,-8.97893e-15,0.000348045
48,2,0.000348045,-8.97893e-15,0.000348045
49,2,0.000348045,-8.97893e-15,0.000348045
50,2,0.000348045,-8.97893e-15,0.000348045
51,2,0.000348045,-8.97893e-15,0.000348045
52,2,0.000348045,-8.97893e-15,0.000348045
53,2,0.000348045,-8.97893e-15,0.000348045
54,2,0.000348045,-8.97893e-15,0.000348045
55,2,0.000348045,-8.97893e-15,0.000348045
56,2,0.000348045,-8.97893e-15,0.000348045
57,2,0.000348045,-8.97893e-15,0.000348045
58,2,0.000348045,-8.97893e-15,0.000348045
59,2,0.000348045,-8.97893e-15,0.000348045
60,2,0.000348045,-8.97893e-15,0.000348045
61,2,0.000348045,-8.97893e-15,0.000348045
62,2,0.000348045,-8.97893e-15,0.000348045
63,2,0.000348045,-8.97893e-15,0.000348045
64,2,0.000348045,-8.97893e-15,0.000348045
65,2,0.000348045,-8.97893e-15,0.000348045
66,2,0.000348045,-8.97893e-15,0.000348045
67,2,0.000348045,-8.97893e-15,0.000348045
68,2,0.000348045,-8.97893e-15,0.000348045
69,2,0.000348045,-8.97893e-15,0.000348045
70,2,0.000348045,-8.97893e-15,0.000348045
71,2,0.000348045,-8.97893e-15,0.000348045
72,2,0.000348045,-8.97893e-15,0.000348045
73,2,0.000348045,-8.97893e-15,0.000348045
74,2,0.000348045,-8.97893e-15,0.000348045
75,2,0.000348045,-8.97893e-15,0.000348045
76,2,0.000348045,-8.97893e-15,0.000348045
77,2,0.000348045,-8.97893e-15,0.000348045
78,2,0.000348045,-8.97893e-15,0.000348045
79,2,0.000348045,-8.97893e-15,0.000348045
80,2,0.000348045,-8.97893e-15,0.000348045
81,2,0.000348045,-8.97893e-15,0.000348045
82,2,0.000348045,-8.97893e-15,0.000348045
83,2,0.000348045,-8.97893e-15,0.000348045
84,2,0.000348045,-8.97893e-15,0.000348045
85,2,0.000348045,-8.97893e-15,0.000348045
86,2,0.000348045,-8.97893e-15,0.000348045
87,2,0.000348045,-8.97893e-15,0.000348045
88,2,0.000348045,-8.97893e-15,0.000348045
89,2,0.000348045,-8.97893e-15,0.000348045
90,2,0.000348045,-8.97893e-15,0.000348045
91,2,0.000348045,-8.97893e-15,0.000348045
92,2,0.000348045,-8.97893e-15,0.000348045
93,2,0.000348045,-8.97893e-15,0.000348045
94,2,0.000348045,-8.97893e-15,0.000348045
95,2,0.000348045,-8.97893e-15,0.000348045
96,2,0.000348045,-8.97893e-15,0.000348045
97,2,0.000348045,-8.97893e-15,0.000348045
98,2,0.000348045,-8.97893e-15,0.000348045
99,2,0.000348045,-8.97893e-15,0.000348045
100,2,0.000348045,-8.97893e-15,0.000348045
101,2,0.000348045,-8.97893e-15,0.000348045
102,2,0.000348045,-8.97893e-15,0.000348045
103,2,0.000348045,-8.97893e-15,0.000348045
104,2,0.000348045,-8.97893e-15,0.000348045
105,2,0.000348045,-8.97893e-15,0.000348045
106,2,0.000348045,-8.97893e-15,0.000348045
107,2,0.000348045,-8.97893e-15,0.000348045
108,2,0.000348045,-8.97893e-15,0.000348045
109,2,0.000348045,-8.97893e-15,0.000348045
110,2,0.000348045,-8.97893e-15,0.000348045
111,2,0.000348045,-8.97893e-15,0.000348045
112,2,0.000348045,-8.97893e-15,0.000348045
113,2,0.000348045,-8.97893e-15,0.000348045
114,2,0.000348045,-8.97893e-15,0.000348045
115,2,0.000348045,-8.97893e-15,0.000348045
116,2,0.000348045,-8.97893e-15,0.000348045
117,2,0.000348045,-8.97893e-15,0.000348045
118,2,0.000348045,-8.97893e-15,0.000348045
119,2,0.000348045,-8.97893e-15,0.000348045
120,2,0.000348045,-8.97893e-15,0.000348045
121,2,0.000348045,-8.97893e-15,0.000348045
122,2,0.000348045,-8.97893e-15,0.000348045
123,2,0.000348045,-8.97893e-15,0.000348045
124,2,0.000348045,-8.97893e-15,0.000348045
125,2,0.000348045,-8.97893e-15,0.000348045
126,2,0.000348045,-8.97893e-15,0.000348045
127,2,0.000348045,-8.97893e-15,0.000348045
128,2,0.000348045,-8.97893e-15,0.000348045
129,2,0.000348045,-8.97893e-15,0.000348045
130,2,0.000348045,-8.97893e-15,0.000348045
131,2,0.000348045,-8.97893e-15,0.000348045
132,2,0.000348045,-8.97893e-15,0.000348045
133,2,0.000348045,-8.97893e-15,0.000348045
134,2,0.000348045,-8.97893e-15,0.000348045
135,2,0.000348045,-8.97893e-15,0.000348045
136,2,0.000348045,-8.97893e-15,0.000348045
137,2,0.000348045,-8.97893e-15,0.000348045
138,2,0.000348045,-8.97893e-15,0.000348045
139,2,0.000348045,-8.97893e-15,0.000348045
140,2,0.000348045,-8.97893e-15,0.000348045
141,2,0.000348045,-8.97893e-15,0.000348045
142,2,0.000348045,-8.97893e-15,0.000348045
143,2,0.000348045,-8.97893e-15,0.000348045
144,2,0.000348045,-8.97893e-15,0.000348045
145,2,0.000348045,-8.97893e-15,0.000348045
146,2,0.000348045,-8.97893e-15,0.000348045
147,2,0.000348045,-8.97893e-15,0.000348045
148,2,0.000348045,-8.97893e-15,0.000348045
149,2,0.000348045,-8.97893e-15,0.000348045
150,2,0.000348045,-8.97893e-15,0.000348045
151,2,0.000348045,-8.97893e-15,0.000348045
152,2,0.000348045,-8.97893e-15,0.000348045
153,2,0.000348045,-8.97893e-15,0.000348045
154,2,0.000348045,-8.97893e-15,0.000348045
155,2,0.000348045,-8.97893e-15,0.000348045
156,2,0.000348045,-8.97893e-15,0.000348045
157,2,0.000348045,-8.97893e-15,0.000348045
158,2,0.000348045,-8.97893e-15,0.000348045
159,2,0.000348045,-8.97893e-15,0.000348045
0,3,0.000568008,9.06913e-15,0.000568008
1,3,0.000568008,9.06913e-15,0.000568008
2,3,0.000568008,9.06913e-15,0.000568008
3,3,0.000568008,9.06913e-15,0.000568008
4,3,0.000568008,9.06913e-15,0.000568008
5,3,0.000568008,9.06913e-15,0.000568008
6,3,0.000568008,9.06913e-15,0.000568008
7,3,0.000568008,9.06913e-15,0.000568008
8,3,0.000568008,9.06913e-15,0.000568008
9,3,0.000568008,9.06913e-15,0.000568008
10,3,0.000568008,9.06913e-15,0.000568008
11,3,0.000568008,9.06913e-15,0.000568008
12,3,0.000568008,9.06913e-15,0.000568008
13,3,0.000568008,9.06913e-15,0.000568008
14,3,0.000568008,9.06913e-15,0.000568008
15,3,0.000568008,9.06913e-15,0.000568008
16,3,0.000568008,9.06913e-15,0.000568008
17,3,0.000568008,9.06913e-15,0.000568008
18,3,0.000568008,9.06913e-15,0.000568008
19,3,0.000568008,9.06913e-15,0.000568008
20,3,0.000568008,9.06913e-15,0.000568008
21,3,0.000568008,9.06913e-15,0.000568008
22,3,0.000568008,9.06913e-15,0.000568008
23,3,0.000568008,9.06913e-15,0.000568008
24,3,0.000568008,9.06913e-15,0.000568008
25,3,0.000568008,9.06913e-15,0.000568008
26,3,0.000568008,9.06913e-15,0.000568008
27,3,0.000568008,9.06913e-15,0.000568008
28,3,0.000568008,9.06913e-15,0.000568008
29,3,0.000568008,9.06913e-15,0.000568008
30,3,0.000568008,9.06913e-15,0.000568008
31,3,0.000568008,9.06913e-15,0.000568008
32,3,0.000568008,9.06913e-15,0.000568008
33,3,0.000568008,9.06913e-15,0.000568008
34,3,0.000568008,9.06913e-15,0.000568008
35,3,0.000568008,9.06913e-15,0.000568008
36,3,0.000568008,9.06913e-15,0.000568008
37,3,0.000568008,9.06913e-15,0.000568008
38,3,0.000568008,9.06913e-15,0.000568008
39,3,0.000568008,9.06913e-15,0.000568008
40,3,0.000568008,9.06913e-15,0.000568008
41,3,0.000568008,9.06913e-15,0.000568008
42,3,0.000568008,9.06913e-15,0.000568008
43,3,0.000568008,9.06913e-15,0.000568008
44,3,0.000568008,9.06913e-15,0.000568008
45,3,0.000568008,9.06913e-15,0.000568008
46,3,0.000568008,9.06913e-15,0.000568008
47,3,0.000568008,9.06913e-15,0.000568008
48,3,0.000568008,9.06913e-15,0.000568008
49,3,0.000568008,9.06913e-15,0.000568008
50,3,0.000568008,9.06913e-15,0.000568008
51,3,0.000568008,9.06913e-15,0.000568008
52,3,0.000568008,9.06913e-15,0.000568008
53,3,0.000568008,9.06913e-15,0.000568008
54,3,0.000568008,9.06913e-15,0.000568008
55,3,0.000568008,9.06913e-15,0.000568008
56,3,0.000568008,9.06913e-15,0.000568008
57,3,0.000568008,9.06913e-15,0.000568008
58,3,0.000568008,9.06913e-15,0.000568008
59,3,0.000568008,9.06913e-15,0.000568008
60,3,0.000568008,9.06913e-15,0.000568008
61,3,0.000568008,9.06913e-15,0.000568008
62,3,0.000568008,9.06913e-15,0.000568008
63,3,0.000568008,9.06913e-15,0.000568008
64,3,0.000568008,9.06913e-15,0.000568008
65,3,0.000568008,9.06913e-15,0.000568008
66,3,0.000568008,9.06913e-15,0.000568008
