x,y,ux,uy,speed
144,3,0.000568008,9.06913e-15,0.000568008
145,3,0.000568008,9.06913e-15,0.000568008
146,3,0.000568008,9.06913e-15,0.000568008
147,3,0.000568008,9.06913e-15,0.000568008
148,3,0.000568008,9.06913e-15,0.000568008
149,3,0.000568008,9.06913e-15,0.000568008
150,3,0.000568008,9.06913e-15,0.000568008
151,3,0.000568008,9.06913e-15,0.000568008
152,3,0.000568008,9.06913e-15,0.000568008
153,3,0.000568008,9.06913e-15,0.000568008
154,3,0.000568008,9.06913e-15,0.000568008
155,3,0.000568008,9.06913e-15,0.000568008
156,3,0.000568008,9.06913e-15,0.000568008
157,3,0.000568008,9.06913e-15,0.000568008
158,3,0.000568008,9.06913e-15,0.000568008
159,3,0.000568008,9.06913e-15,0.000568008
0,4,0.000777972,-8.72913e-15,0.000777972
1,4,0.000777972,-8.72913e-15,0.000777972
2,4,0.000777972,-8.72913e-15,0.000777972
3,4,0.000777972,-8.72913e-15,0.000777972
4,4,0.000777972,-8.72913e-15,0.000777972
5,4,0.000777972,-8.72913e-15,0.000777972
6,4,0.000777972,-8.72913e-15,0.000777972
7,4,0.000777972,-8.72913e-15,0.000777972
8,4,0.000777972,-8.72913e-15,0.000777972
9,4,0.000777972,-8.72913e-15,0.000777972
10,4,0.000777972,-8.72913e-15,0.000777972
11,4,0.000777972,-8.72913e-15,0.000777972
12,4,0.000777972,-8.72913e-15,0.000777972
13,4,0.000777972,-8.72913e-15,0.000777972
14,4,0.000777972,-8.72913e-15,0.000777972
15,4,0.000777972,-8.72913e-15,0.000777972
16,4,0.000777972,-8.72913e-15,0.000777972
17,4,0.000777972,-8.72913e-15,0.000777972
18,4,0.000777972,-8.72913e-15,0.000777972
19,4,0.000777972,-8.72913e-15,0.000777972
20,4,0.000777972,-8.72913e-15,0.000777972
21,4,0.000777972,-8.72913e-15,0.000777972
22,4,0.000777972,-8.72913e-15,0.000777972
23,4,0.000777972,-8.72913e-15,0.000777972
24,4,0.000777972,-8.72913e-15,0.000777972
25,4,0.000777972,-8.72913e-15,0.000777972
26,4,0.000777972,-8.72913e-15,0.000777972
27,4,0.000777972,-8.72913e-15,0.000777972
28,4,0.000777972,-8.72913e-15,0.000777972
29,4,0.000777972,-8.72913e-15,0.000777972
30,4,0.000777972,-8.72913e-15,0.000777972
31,4,0.000777972,-8.72913e-15,0.000777972
32,4,0.000777972,-8.72913e-15,0.000777972
33,4,0.000777972,-8.72913e-15,0.000777972
34,4,0.000777972,-8.72913e-15,0.000777972
35,4,0.000777972,-8.72913e-15,0.000777972
36,4,0.000777972,-8.72913e-15,0.000777972
37,4,0.000777972,-8.72913e-15,0.000777972
38,4,0.000777972,-8.72913e-15,0.000777972
39,4,0.000777972,-8.72913e-15,0.000777972
40,4,0.000777972,-8.72913e-15,0.000777972
41,4,0.000777972,-8.72913e-15,0.000777972
42,4,0.000777972,-8.72913e-15,0.000777972
43,4,0.000777972,-8.72913e-15,0.000777972
44,4,0.000777972,-8.72913e-15,0.000777972
45,4,0.000777972,-8.72913e-15,0.000777972
46,4,0.000777972,-8.72913e-15,0.000777972
47,4,0.000777972,-8.72913e-15,0.000777972
48,4,0.000777972,-8.72913e-15,0.000777972
49,4,0.000777972,-8.72913e-15,0.000777972
50,4,0.000777972,-8.72913e-15,0.000777972
51,4,0.000777972,-8.72913e-15,0.000777972
52,4,0.000777972,-8.72913e-15,0.000777972
53,4,0.000777972,-8.72913e-15,0.000777972
54,4,0.000777972,-8.72913e-15,0.000777972
55,4,0.000777972,-8.72913e-15,0.000777972
56,4,0.000777972,-8.72913e-15,0.000777972
57,4,0.000777972,-8.72913e-15,0.000777972
58,4,0.000777972,-8.72913e-15,0.000777972
59,4,0.000777972,-8.72913e-15,0.000777972
60,4,0.000777972,-8.72913e-15,0.000777972
61,4,0.000777972,-8.72913e-15,0.000777972
62,4,0.000777972,-8.72913e-15,0.000777972
63,4,0.000777972,-8.72913e-15,0.000777972
64,4,0.000777972,-8.72913e-15,0.000777972
65,4,0.000777972,-8.72913e-15,0.000777972
66,4,0.000777972,-8.72913e-15,0.000777972
67,4,0.000777972,-8.72913e-15,0.000777972
68,4,0.000777972,-8.72913e-15,0.000777972
69,4,0.000777972,-8.72913e-15,0.000777972
70,4,0.000777972,-8.72913e-15,0.000777972
71,4,0.000777972,-8.72913e-15,0.000777972
72,4,0.000777972,-8.72913e-15,0.000777972
73,4,0.000777972,-8.72913e-15,0.000777972
74,4,0.000777972,-8.72913e-15,0.000777972
75,4,0.000777972,-8.72913e-15,0.000777972
76,4,0.000777972,-8.72913e-15,0.000777972
77,4,0.000777972,-8.72913e-15,0.000777972
78,4,0.000777972,-8.72913e-15,0.000777972
79,4,0.000777972,-8.72913e-15,0.000777972
80,4,0.000777972,-8.72913e-15,0.000777972
81,4,0.000777972,-8.72913e-15,0.000777972
82,4,0.000777972,-8.72913e-15,0.000777972
83,4,0.000777972,-8.72913e-15,0.000777972
84,4,0.000777972,-8.72913e-15,0.000777972
85,4,0.000777972,-8.72913e-15,0.000777972
86,4,0.000777972,-8.72913e-15,0.000777972
87,4,0.000777972,-8.72913e-15,0.000777972
88,4,0.000777972,-8.72913e-15,0.000777972
89,4,0.000777972,-8.72913e-15,0.000777972
90,4,0.000777972,-8.72913e-15,0.000777972
